0.60469,0.886413
0.60469,0.886413
0.66776,0.786471
0.802926,0.771099
0.816159,0.905077
0.698823,0.33094
0.67752,0.53068
0.720886,0.512389
0.631642,0.862475
0.658565,0.798343
0.678363,0.826716
0.661723,0.803858
0.642177,0.782143
0.647923,0.671509
0.663928,0.888239
0.635016,0.776707
0.687127,0.771953
0.609917,0.831239
0.71273,0.718113
0.671222,0.679041
0.667753,0.764655
0.777467,0.571987
0.643629,0.730023
0.687668,0.749666
0.700443,0.72613
0.666825,0.778156
0.670419,0.738577
0.697906,0.700069
0.706049,0.679508
0.617219,0.848717
0.666939,0.779302
0.615409,0.771331
0.740302,0.693886
0.651594,0.674022
0.678935,0.719219
0.67837,0.722807
0.703207,0.67065
0.648023,0.883239
0.67193,0.675509
0.688285,0.684905
0.66545,0.776071
0.66545,0.776071
0.637444,0.860918
0.634543,0.829967
0.646785,0.82243
0.666966,0.675014
0.626012,0.691623
0.623192,0.688956
0.666432,0.801724
0.665835,0.760233
0.705003,0.771878
0.692898,0.684363
0.69674,0.68886
0.69674,0.68886
0.704803,0.657048
0.7192,0.565505
0.691529,0.757341
0.680782,0.668755
0.692399,0.826818
0.677195,0.633702
0.702698,0.743099
0.661577,0.827993
0.596369,0.977546
0.659887,0.724812
0.659887,0.724812
0.665607,0.710784
0.687628,0.679246
0.687628,0.679246
0.687628,0.679246
0.66059,0.687065
0.658376,0.781116
0.686154,0.801591
0.640997,0.725362
0.624976,0.96426
0.638804,0.897443
0.660904,0.703347
0.720098,0.620092
0.751787,0.556562
0.725243,0.541063
0.637231,0.839238
0.666147,0.683572
0.753301,0.631376
0.703569,0.63678
0.707037,0.612045
0.705572,0.568981
0.690072,0.596407
0.751566,0.577609
0.752802,0.566575
0.677712,0.742336
0.677712,0.742336
0.677712,0.742336
0.665722,0.668608
0.673577,0.827243
0.687134,0.79448
0.720734,0.684979
0.72583,0.652476
0.750189,0.606098
0.687612,0.798079
0.687612,0.798079
0.716333,0.831461
0.677744,0.539449
0.710306,0.846263
0.692353,0.870415
0.648003,0.621249
0.628189,0.637556
0.707412,0.704152
0.731068,0.650999
0.686034,0.661214
0.658108,0.826233
0.664909,0.710165
0.693101,0.737072
0.687339,0.668501
0.643518,0.826218
0.71276,0.619988
0.71276,0.619988
0.596054,0.985963
0.607821,0.982682
0.611334,0.978035
0.578299,0.90076
0.610818,0.999453
0.609645,0.985652
0.601704,0.956759
0.601704,0.956759
0.686812,0.816964
0.684496,0.763073
0.654,0.819018
0.647858,0.764354
0.68873,0.753361
0.650364,0.763205
0.66127,0.743763
0.663572,0.745033
0.645493,0.816047
0.638666,0.809394
0.646739,0.799319
0.646739,0.799319
0.632022,0.836998
0.618456,0.900652
0.659993,0.753535
0.701148,0.679208
0.653402,0.741724
0.621366,0.881819
0.644956,0.809631
0.665734,0.739095
0.665734,0.739095
0.665734,0.739095
0.676597,0.739981
0.676597,0.739981
0.640652,0.65501
0.642819,0.768198
0.642819,0.768198
