accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0.976187,0.513919,2,3,0,-11.9944
0.919908,0.513919,3,7,0,-13.4563
0.922796,0.513919,2,3,0,-14.1952
0.926272,0.513919,2,3,0,-13.4421
0.97163,0.513919,3,7,0,-12.4575
0.991939,0.513919,3,7,0,-12.1301
0.966938,0.513919,2,3,0,-12.5288
0.993796,0.513919,2,3,0,-12.3135
0.869211,0.513919,1,1,0,-12.8142
0.987788,0.513919,3,7,0,-11.6006
0.786807,0.513919,2,3,0,-11.6006
0.891357,0.513919,2,3,0,-11.7157
0.890049,0.513919,4,15,0,-14.1447
0.85602,0.513919,4,9,0,-14.5867
0.999616,0.513919,4,15,0,-12.679
0.815309,0.513919,2,3,0,-14.2211
1,0.513919,3,7,0,-13.4334
1,0.513919,3,5,0,-11.7233
0.875037,0.513919,3,7,0,-12.3347
0.954394,0.513919,2,3,0,-12.0941
1,0.513919,3,5,0,-12.1287
0.804969,0.513919,1,1,0,-13.0964
1,0.513919,1,1,0,-12.5743
1,0.513919,2,3,0,-11.7919
0.822703,0.513919,2,3,0,-11.7919
0.996899,0.513919,3,7,0,-11.6802
0.971072,0.513919,3,7,0,-11.6797
0.886679,0.513919,3,7,0,-14.3529
0.928042,0.513919,2,3,0,-15.2726
1,0.513919,4,11,0,-12.0998
0.305292,0.513919,2,3,0,-14.7521
0.807328,0.513919,2,3,0,-14.2578
1,0.513919,1,1,0,-13.3946
0.858975,0.513919,1,1,0,-14.5331
0.875308,0.513919,2,3,0,-12.5584
0.403531,0.513919,4,15,0,-12.5584
0.912244,0.513919,4,15,0,-11.7891
0.785028,0.513919,3,7,0,-12.117
0.972307,0.513919,3,7,0,-11.8841
0.297135,0.513919,3,5,0,-11.9182
0.920476,0.513919,3,7,0,-12.7861
0.82799,0.513919,2,3,0,-14.0128
0.981855,0.513919,2,3,0,-13.7807
0.844574,0.513919,3,7,0,-12.7872
0.966398,0.513919,2,3,0,-12.0602
0.94287,0.513919,3,7,0,-11.9536
0.756961,0.513919,3,5,0,-11.9536
0.734068,0.513919,2,3,0,-13.0553
0.992826,0.513919,4,15,0,-12.1753
0.988187,0.513919,3,7,0,-12.5684
0.90596,0.513919,2,3,0,-12.5817
0.986081,0.513919,2,3,0,-11.7658
0.983005,0.513919,3,7,0,-11.6255
0.818123,0.513919,2,3,0,-12.0723
1,0.513919,1,1,0,-11.8689
0.662924,0.513919,3,5,0,-11.7113
0.847134,0.513919,3,7,0,-12.5935
1,0.513919,1,1,0,-12.0136
0.985874,0.513919,2,3,0,-12.356
1,0.513919,2,3,0,-11.6992
0.997648,0.513919,1,1,0,-11.7072
0.237174,0.513919,2,3,0,-14.9988
1,0.513919,2,3,0,-12.6711
1,0.513919,2,3,0,-12.2117
0.994866,0.513919,4,15,0,-12.1683
0.309611,0.513919,2,3,0,-12.1683
0.911056,0.513919,3,7,0,-11.7839
0.71644,0.513919,3,7,0,-11.7839
0.978832,0.513919,3,7,0,-12.644
0.90286,0.513919,3,7,0,-11.6316
0.992081,0.513919,3,7,0,-11.6177
0.689362,0.513919,2,3,0,-12.3993
0.942475,0.513919,2,3,0,-13.0509
0.954349,0.513919,1,1,0,-13.299
1,0.513919,2,3,0,-12.979
1,0.513919,2,3,0,-12.5756
1,0.513919,2,3,0,-12.4902
0.989479,0.513919,2,3,0,-12.7272
0.72635,0.513919,4,11,0,-16.3516
0.970595,0.513919,3,7,0,-15.5324
0.999573,0.513919,3,7,0,-14.3476
0.91286,0.513919,3,7,0,-12.9259
1,0.513919,2,3,0,-11.8064
0.992827,0.513919,2,3,0,-11.7615
0.501782,0.513919,2,3,0,-11.7615
0.98394,0.513919,2,3,0,-11.9222
0.86648,0.513919,3,7,0,-11.7312
0.977479,0.513919,1,1,0,-11.7984
0.953233,0.513919,2,3,0,-12.1757
0.847873,0.513919,3,7,0,-14.8738
0.903722,0.513919,2,3,0,-14.1719
1,0.513919,2,3,0,-12.5855
0.925381,0.513919,2,3,0,-12.8163
1,0.513919,1,1,0,-12.1473
0.942249,0.513919,2,3,0,-11.5746
0.922568,0.513919,3,5,0,-11.8889
0.839803,0.513919,2,3,0,-11.8121
0.995145,0.513919,2,3,0,-12.0347
0.972062,0.513919,3,7,0,-12.2045
0.803683,0.513919,2,3,0,-11.7814
0.864187,0.513919,4,15,0,-15.4694
0.997253,0.513919,4,15,0,-12.8294
0.99519,0.513919,3,7,0,-12.1707
1,0.513919,1,1,0,-11.7658
0.701374,0.513919,2,3,0,-12.6305
1,0.513919,2,3,0,-11.7789
0.319836,0.513919,2,3,0,-14.2826
0.831889,0.513919,2,3,0,-11.7869
0.896772,0.513919,3,7,0,-11.7276
0.859454,0.513919,2,3,0,-11.9894
0.951281,0.513919,2,3,0,-11.8356
0.996016,0.513919,2,3,0,-11.8688
0.76419,0.513919,2,3,0,-11.9644
0.724368,0.513919,1,1,0,-13.1669
1,0.513919,3,7,0,-12.1762
0.915507,0.513919,3,7,0,-12.4055
1,0.513919,2,3,0,-11.7542
0.915486,0.513919,3,7,0,-12.2203
0.988326,0.513919,2,3,0,-12.4293
0.926075,0.513919,2,3,0,-11.8722
0.998481,0.513919,3,7,0,-12.0324
0.949175,0.513919,3,7,0,-11.8897
0.996958,0.513919,3,7,0,-11.6167
0.854033,0.513919,2,3,0,-12.1427
1,0.513919,1,1,0,-11.7456
1,0.513919,3,7,0,-11.6167
0.621208,0.513919,2,3,0,-12.9401
0.991408,0.513919,3,7,0,-11.8664
0.717146,0.513919,2,3,0,-12.9679
0.969082,0.513919,2,3,0,-12.2041
0.965324,0.513919,2,3,0,-12.0243
0.950451,0.513919,2,3,0,-12.4821
1,0.513919,2,3,0,-12.2167
0.986868,0.513919,4,15,0,-13.6854
0.669927,0.513919,2,3,0,-13.6854
0.931819,0.513919,2,3,0,-13.8612
0.994265,0.513919,3,7,0,-14.8353
1,0.513919,3,7,0,-12.9621
0.85766,0.513919,4,15,0,-12.7725
0.997501,0.513919,3,7,0,-12.4665
1,0.513919,2,3,0,-11.6842
0.905067,0.513919,1,1,0,-11.9753
0.854431,0.513919,3,7,0,-13.3139
0.990758,0.513919,4,15,0,-13.4621
0.998594,0.513919,1,1,0,-13.6138
0.956965,0.513919,2,3,0,-12.9701
0.930913,0.513919,4,15,0,-12.6113
1,0.513919,2,3,0,-12.0517
0.734427,0.513919,3,7,0,-11.9233
0.521026,0.513919,2,3,0,-11.9233
0.960167,0.513919,2,3,0,-12.3331
1,0.513919,2,3,0,-11.8056
0.981865,0.513919,2,3,0,-11.7144
0.971735,0.513919,2,3,0,-12.0302
1,0.513919,1,1,0,-11.9238
0.960151,0.513919,3,5,0,-11.5731
0.63365,0.513919,2,3,0,-11.5731
0.99941,0.513919,2,3,0,-11.5691
0.98475,0.513919,2,3,0,-11.6529
0.99084,0.513919,3,7,0,-11.837
0.747549,0.513919,3,7,0,-11.837
0.488935,0.513919,3,7,0,-11.837
0.907311,0.513919,2,3,0,-12.5103
0.93366,0.513919,2,3,0,-12.5103
0.973878,0.513919,4,15,0,-12.6723
1,0.513919,2,3,0,-11.8931
0.998989,0.513919,2,3,0,-11.8344
0.955402,0.513919,3,7,0,-11.8237
0.991285,0.513919,3,7,0,-12.3643
1,0.513919,1,1,0,-12.2698
0.99971,0.513919,2,3,0,-11.6993
0.728673,0.513919,2,3,0,-12.0141
0.870301,0.513919,2,3,0,-11.6923
0.816091,0.513919,3,7,0,-12.5661
1,0.513919,2,3,0,-13.1105
1,0.513919,1,1,0,-12.4774
0.799543,0.513919,2,3,0,-11.699
0.797601,0.513919,3,7,0,-12.1668
0.996706,0.513919,3,5,0,-11.6023
0.959008,0.513919,3,7,0,-11.868
0.829236,0.513919,2,3,0,-12.7351
0.990746,0.513919,3,7,0,-12.4472
1,0.513919,2,3,0,-11.8113
0.996924,0.513919,3,7,0,-11.5816
0.889383,0.513919,3,7,0,-11.9837
0.936512,0.513919,3,7,0,-12.5152
1,0.513919,2,3,0,-12.7442
1,0.513919,4,15,0,-11.6584
0.366195,0.513919,2,3,0,-11.6584
0.816688,0.513919,3,5,0,-12.2128
0.865444,0.513919,2,3,0,-11.9159
1,0.513919,2,3,0,-11.8482
0.806686,0.513919,2,3,0,-11.9194
0.99511,0.513919,3,7,0,-12.0971
0.986117,0.513919,3,7,0,-11.6909
0.933826,0.513919,3,7,0,-11.9462
0.554571,0.513919,2,3,0,-11.9462
0.720254,0.513919,1,1,0,-11.9462
0.964303,0.513919,3,7,0,-12.4899
0.992512,0.513919,3,7,0,-11.9553
0.455066,0.513919,3,7,0,-13.6858
0.432301,0.513919,2,3,0,-13.6858
0.998203,0.513919,2,3,0,-14.0505
0.949498,0.513919,3,7,0,-13.1457
0.248139,0.513919,3,7,0,-13.1457
0.933776,0.513919,4,9,0,-13.0777
1,0.513919,2,3,0,-13.4192
0.984383,0.513919,3,5,0,-13.0091
0.956914,0.513919,3,7,0,-11.7004
0.985882,0.513919,3,7,0,-11.9556
0.994987,0.513919,2,3,0,-11.8463
0.765717,0.513919,3,7,0,-11.8463
0.974114,0.513919,2,3,0,-12.242
1,0.513919,2,3,0,-11.6981
0.734999,0.513919,2,3,0,-11.6981
0.953245,0.513919,2,3,0,-11.8742
0.926988,0.513919,2,3,0,-12.0827
0.701388,0.513919,3,7,0,-14.1497
1,0.513919,2,3,0,-12.463
0.994198,0.513919,2,3,0,-12.7654
0.94466,0.513919,4,15,0,-12.4959
0.816964,0.513919,2,3,0,-13.2145
1,0.513919,3,7,0,-13.0617
0.993135,0.513919,2,3,0,-13.6987
0.965883,0.513919,3,7,0,-12.2672
0.987559,0.513919,3,7,0,-12.6522
0.980173,0.513919,2,3,0,-12.2585
0.998595,0.513919,3,7,0,-11.7318
0.918668,0.513919,3,7,0,-12.8118
1,0.513919,3,7,0,-12.2892
0.443384,0.513919,2,3,0,-12.2892
0.363657,0.513919,2,3,0,-12.2892
0.421285,0.513919,2,3,0,-12.2892
0.416807,0.513919,2,3,0,-14.2542
0.905338,0.513919,2,3,0,-11.6372
0.910942,0.513919,3,7,0,-11.9095
0.942719,0.513919,3,7,0,-11.5786
0.584021,0.513919,2,3,0,-11.5786
0.986789,0.513919,3,7,0,-11.6627
0.667118,0.513919,3,7,0,-12.182
0.990067,0.513919,2,3,0,-12.2483
0.785259,0.513919,2,3,0,-12.0647
0.870608,0.513919,2,3,0,-13.1519
0.994776,0.513919,3,5,0,-11.7226
0.315702,0.513919,2,3,0,-14.4179
1,0.513919,3,7,0,-15.264
1,0.513919,3,7,0,-14.042
1,0.513919,2,3,0,-12.6758
0.99767,0.513919,3,7,0,-13.5676
1,0.513919,3,7,0,-12.2523
1,0.513919,2,3,0,-11.6487
0.985399,0.513919,3,7,0,-11.9862
0.449348,0.513919,2,3,0,-11.9862
0.925473,0.513919,3,7,0,-11.9058
1,0.513919,2,3,0,-11.6886
0.935102,0.513919,3,7,0,-11.7724
0.304979,0.513919,2,3,0,-11.7724
0.879181,0.513919,3,7,0,-11.9219
0.788509,0.513919,2,3,0,-11.966
0.356968,0.513919,2,3,0,-11.966
0.433098,0.513919,3,5,0,-11.6563
0.958081,0.513919,2,3,0,-11.8146
1,0.513919,1,1,0,-11.5837
0.848542,0.513919,3,7,0,-11.617
0.902186,0.513919,3,5,0,-12.0481
0.906093,0.513919,3,7,0,-11.8181
0.891791,0.513919,2,3,0,-12.0773
0.853299,0.513919,3,7,0,-14.5616
0.997735,0.513919,4,11,0,-15.0068
0.988785,0.513919,4,11,0,-14.2797
0.761202,0.513919,2,3,0,-14.6218
0.966144,0.513919,4,15,0,-14.5161
0.99762,0.513919,4,11,0,-13.9592
0.961594,0.513919,2,3,0,-13.0845
0.872116,0.513919,3,7,0,-12.2192
0.962157,0.513919,3,7,0,-11.827
0.98854,0.513919,2,3,0,-11.6685
0.930309,0.513919,3,7,0,-11.9338
0.416863,0.513919,2,3,0,-11.9338
0.687374,0.513919,2,3,0,-11.9338
0.853258,0.513919,3,7,0,-12.3387
0.992102,0.513919,3,7,0,-12.6603
0.996944,0.513919,3,7,0,-11.9312
1,0.513919,2,3,0,-11.6729
1,0.513919,2,3,0,-11.6471
0.724568,0.513919,3,7,0,-11.6471
0.974268,0.513919,3,7,0,-12.0793
0.373054,0.513919,2,3,0,-12.0793
0.939817,0.513919,2,3,0,-11.8689
0.36194,0.513919,3,7,0,-11.8689
0.891131,0.513919,2,3,0,-13.0421
0.989997,0.513919,2,3,0,-12.4548
0.729482,0.513919,3,7,0,-15.2037
1,0.513919,2,3,0,-14.9022
0.999431,0.513919,2,3,0,-14.6228
0.977439,0.513919,3,7,0,-15.046
0.933084,0.513919,3,7,0,-13.3017
1,0.513919,1,1,0,-13.3817
0.961777,0.513919,2,3,0,-14.2967
0.85364,0.513919,2,3,0,-17.06
0.609152,0.513919,3,7,0,-13.466
0.979275,0.513919,2,3,0,-13.2737
0.984656,0.513919,4,15,0,-12.4323
0.910381,0.513919,3,7,0,-11.6575
0.48843,0.513919,2,3,0,-13.4111
0.960613,0.513919,2,3,0,-12.2255
0.994583,0.513919,2,3,0,-11.7622
0.862148,0.513919,4,15,0,-12.2399
0.802124,0.513919,2,3,0,-13.0961
1,0.513919,3,7,0,-13.1476
1,0.513919,2,3,0,-14.0043
1,0.513919,3,7,0,-13.2797
0.832338,0.513919,2,3,0,-14.3527
1,0.513919,2,3,0,-13.8549
0.998469,0.513919,3,7,0,-13.5418
0.998003,0.513919,4,15,0,-13.6159
0.996713,0.513919,3,7,0,-13.3681
0.976558,0.513919,2,3,0,-14.3185
1,0.513919,4,15,0,-12.4939
0.967093,0.513919,1,1,0,-12.6416
0.220079,0.513919,3,7,0,-16.9822
1,0.513919,4,11,0,-17.5993
0.84015,0.513919,3,7,0,-11.7936
0.831405,0.513919,2,3,0,-11.7936
0.995894,0.513919,2,3,0,-11.7739
0.994238,0.513919,3,7,0,-11.7123
0.840453,0.513919,2,3,0,-12.4556
1,0.513919,2,3,0,-12.7103
0.698583,0.513919,2,3,0,-14.0181
1,0.513919,2,3,0,-11.6741
0.942438,0.513919,3,7,0,-11.7338
0.235879,0.513919,2,3,0,-11.7338
0.625144,0.513919,4,9,0,-15.2533
0.967769,0.513919,2,3,0,-13.7401
0.83892,0.513919,3,7,0,-14.5155
1,0.513919,2,3,0,-14.2863
0.99408,0.513919,4,15,0,-14.4305
0.703872,0.513919,2,3,0,-13.3866
0.85659,0.513919,2,3,0,-11.6502
0.995371,0.513919,3,7,0,-11.6197
0.855755,0.513919,3,7,0,-12.2591
0.0998985,0.513919,4,9,0,-12.2591
0.985787,0.513919,2,3,0,-12.2341
0.982366,0.513919,4,15,0,-11.9435
0.98687,0.513919,2,3,0,-11.9295
0.983982,0.513919,3,7,0,-12.2094
0.893874,0.513919,4,15,0,-12.7906
0.932795,0.513919,2,3,0,-13.603
1,0.513919,1,1,0,-12.5522
0.881547,0.513919,3,7,0,-14.7054
1,0.513919,3,5,0,-13.118
1,0.513919,2,3,0,-13.6915
1,0.513919,3,7,0,-13.5252
1,0.513919,2,3,0,-12.0097
0.242244,0.513919,3,7,0,-12.0097
0.849253,0.513919,4,15,0,-11.9625
0.989126,0.513919,4,15,0,-12.0299
0.995183,0.513919,3,7,0,-12.3155
0.758042,0.513919,1,1,0,-12.3155
0.997469,0.513919,3,7,0,-12.1511
1,0.513919,3,7,0,-11.7572
0.701395,0.513919,2,3,0,-11.9911
0.817652,0.513919,2,3,0,-12.2581
0.993701,0.513919,3,7,0,-12.0142
0.968087,0.513919,2,3,0,-11.6451
0.913955,0.513919,2,3,0,-12.0706
0.854182,0.513919,3,7,0,-13.8253
0.984119,0.513919,2,3,0,-13.7927
1,0.513919,2,3,0,-12.2694
0.57674,0.513919,4,11,0,-14.6747
1,0.513919,1,1,0,-13.6634
0.995269,0.513919,3,7,0,-11.8612
0.668869,0.513919,3,5,0,-12.5757
0.57488,0.513919,2,3,0,-15.7156
1,0.513919,2,3,0,-12.2616
0.776146,0.513919,3,7,0,-12.424
0.956158,0.513919,3,7,0,-11.6628
0.855514,0.513919,3,7,0,-11.9954
0.80191,0.513919,3,7,0,-13.5437
0.99012,0.513919,3,7,0,-12.3843
0.99347,0.513919,2,3,0,-12.4412
0.959571,0.513919,3,7,0,-13.28
1,0.513919,2,3,0,-13.249
1,0.513919,2,3,0,-12.7655
1,0.513919,3,7,0,-12.4263
0.976541,0.513919,2,3,0,-13.1416
1,0.513919,3,5,0,-11.9998
0.819479,0.513919,2,3,0,-13.457
1,0.513919,4,11,0,-12.8796
1,0.513919,2,3,0,-11.7056
0.571203,0.513919,2,3,0,-12.7469
0.958575,0.513919,1,1,0,-12.9888
1,0.513919,3,5,0,-12.8637
0.927757,0.513919,2,3,0,-14.6606
0.999906,0.513919,3,7,0,-14.7576
1,0.513919,3,7,0,-16.9373
1,0.513919,1,1,0,-16.2098
1,0.513919,2,3,0,-13.3785
0.977529,0.513919,2,3,0,-13.4606
0.837831,0.513919,2,3,0,-12.9317
0.963269,0.513919,3,5,0,-11.799
0.950538,0.513919,3,7,0,-11.9766
0.861937,0.513919,3,7,0,-11.9766
0.747699,0.513919,2,3,0,-12.7027
1,0.513919,2,3,0,-11.9664
0.961403,0.513919,2,3,0,-11.9025
0.883177,0.513919,3,7,0,-11.8078
0.754201,0.513919,1,1,0,-12.713
