accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__
0.16118,0.277324,4,15,0,-29.4263
0.916579,0.310842,2,3,0,-29.3653
1,0.497805,1,1,0,-28.3682
4.28286e-012,0.0440366,1,1,0,-28.3682
0.998606,0.0739105,3,7,0,-24.8841
1,0.13143,2,3,0,-22.9235
0.558334,0.0601745,1,1,0,-24.2433
0.975103,0.103083,2,3,0,-26.6365
0.705435,0.0761748,4,15,0,-25.0312
1,0.143731,3,7,0,-21.2136
0.511989,0.058408,2,3,0,-21.2803
1,0.110835,2,3,0,-20.8493
1.46612e-007,0.00927119,4,15,0,-15.4881
1,0.01777,5,19,0,-13.2849
0.999582,0.0338207,5,31,0,-11.6376
0.947946,0.0545784,3,7,0,-11.6142
0.16953,0.00827565,1,1,0,-11.6142
0.998371,0.0156413,4,15,0,-11.5724
0.970473,0.0269554,4,15,0,-11.8104
0.991955,0.0490957,2,3,0,-11.7422
0.583011,0.0267098,2,3,0,-11.8373
0.988422,0.0477231,4,11,0,-12.5483
0.749125,0.0423802,3,7,0,-11.7362
0.845583,0.0496908,4,15,0,-11.8517
0.306185,0.0126093,1,1,0,-13.8843
0.999977,0.0229922,5,31,0,-13.4338
1,0.0415091,4,11,0,-13.4122
1,0.0742041,1,1,0,-12.9032
0.0342629,0.00933054,1,1,0,-12.9032
0.999417,0.0166995,3,7,0,-11.9753
1,0.0296501,3,7,0,-11.9346
0.998425,0.0519346,3,7,0,-13.0859
0.378431,0.01743,3,7,0,-12.0012
0.865762,0.0214357,2,3,0,-13.1532
1,0.0372915,3,7,0,-13.3072
1,0.0643128,2,3,0,-13.4266
0.0436101,0.00942894,1,1,0,-13.4266
0.988973,0.0158414,4,15,0,-13.8745
0.99617,0.0268894,2,3,0,-13.473
0.954781,0.0408093,1,1,0,-13.8213
1,0.0688929,2,3,0,-13.5396
0.159308,0.0144138,1,1,0,-13.5396
0.992345,0.0238728,5,19,0,-12.71
1,0.0399913,2,3,0,-11.9705
0.765211,0.0376565,2,3,0,-12.5763
0.675164,0.0285728,4,15,0,-14.3491
0.980165,0.0450931,4,13,0,-11.6987
0.997796,0.0737396,3,7,0,-11.6741
0.0195529,0.0119404,2,3,0,-11.6741
0.99412,0.019398,5,23,0,-11.91
0.992049,0.0311592,3,7,0,-12.0921
0.999724,0.0506295,3,7,0,-11.7068
0.108271,0.0105541,1,1,0,-11.7068
0.999961,0.017166,5,27,0,-11.6553
0.912578,0.0227592,4,9,0,-12.6555
0.989422,0.0357511,1,1,0,-12.7069
0.996225,0.0567011,4,11,0,-13.1932
0.354876,0.0214435,4,15,0,-13.6471
0.988031,0.0333087,5,23,0,-13.1619
1,0.052838,2,3,0,-13.0766
0.229764,0.0154633,1,1,0,-13.0766
0.991758,0.0240668,5,31,0,-13.9014
0.968705,0.0354519,3,7,0,-13.3453
0.914648,0.0462846,2,3,0,-13.2941
0.886533,0.0567271,1,1,0,-13.7425
0.58402,0.0364591,1,1,0,-16.7775
0.623013,0.0255679,2,3,0,-13.3284
0.902725,0.03241,1,1,0,-14.1167
0.977358,0.0478969,2,3,0,-13.2758
0.610009,0.0328223,3,7,0,-13.3037
0.844133,0.0366569,1,1,0,-13.3037
1,0.0563596,4,15,0,-11.6638
0.0514965,0.0123627,1,1,0,-11.6638
0.992311,0.0187303,3,7,0,-11.7382
0.979016,0.0275041,4,15,0,-12.1005
0.998759,0.0418632,1,1,0,-12.089
0.946804,0.0571648,3,7,0,-11.9297
0.0533256,0.0130624,3,7,0,-12.0224
0.999391,0.0198514,4,15,0,-11.6007
0.991884,0.0296014,3,7,0,-11.9419
0.614759,0.0209275,2,3,0,-11.9419
0.91544,0.0267523,4,15,0,-12.062
0.978211,0.038559,3,7,0,-12.1564
1,0.0577759,2,3,0,-12.1009
1,0.0862417,3,5,0,-14.0918
5.83374e-010,0.0187434,3,7,0,-14.0918
1,0.0280157,5,27,0,-17.7742
1,0.0417208,3,7,0,-17.8964
0.99805,0.0616772,3,7,0,-20.1689
0.574912,0.0408543,2,3,0,-20.1689
0.992095,0.0595173,4,15,0,-18.8901
0.48667,0.0335406,4,15,0,-14.0212
0.385707,0.015735,2,3,0,-17.3281
0.996092,0.0230719,2,3,0,-16.3717
1,0.0339624,1,1,0,-16.8186
0.549431,0.0217393,3,7,0,-11.7354
0.994431,0.0315772,4,15,0,-12.0594
0.494282,0.0183476,2,3,0,-12.4756
0.963121,0.0251129,4,13,0,-12.5894
1,0.0366506,2,3,0,-11.9472
0.973701,0.0508528,3,7,0,-11.8231
0.418824,0.0259731,1,1,0,-13.0655
0.954937,0.0348011,1,1,0,-13.4512
0.937576,0.0451024,3,7,0,-12.267
0.928521,0.0574013,2,3,0,-12.0464
0.0605196,0.0157126,1,1,0,-12.0464
0.9336,0.0202194,5,17,0,-12.4194
1,0.029176,3,5,0,-12.0987
0.999201,0.041922,4,15,0,-13.0067
0.756924,0.0393929,1,1,0,-13.5719
0.990973,0.0555806,3,7,0,-13.0195
0.421881,0.0292482,3,7,0,-13.1043
1,0.0418495,2,3,0,-12.3412
0.918773,0.0519509,4,15,0,-13.0121
0.324126,0.0232966,1,1,0,-15.5333
0.997037,0.0330595,2,3,0,-12.966
0.978789,0.0453668,2,3,0,-13.1227
0.733278,0.0410064,2,3,0,-12.2412
0.944248,0.0529261,2,3,0,-12.7522
0.595214,0.0379425,3,5,0,-12.3508
0.878419,0.0437934,2,3,0,-11.9894
0.759655,0.0414211,4,15,0,-12.9732
0.720881,0.036745,2,3,0,-13.5738
0.908306,0.0444975,2,3,0,-12.8545
0.836169,0.0477723,4,9,0,-13.0173
0.999162,0.067027,4,15,0,-11.7965
0.999968,0.0939503,5,23,0,-11.7457
0.992985,0.129898,4,15,0,-12.2984
0.974654,0.173939,2,3,0,-12.7621
0.998776,0.241745,4,15,0,-13.1964
1,0.335921,3,7,0,-12.6881
0.737552,0.305029,2,3,0,-12.7601
1,0.42263,2,3,0,-12.521
0.659418,0.338548,1,1,0,-12.521
1,0.467931,2,3,0,-12.0437
0.941321,0.587851,3,5,0,-11.6653
0.397335,0.310946,1,1,0,-11.6653
0.442307,0.17731,3,7,0,-11.6653
0.960801,0.229898,3,7,0,-11.7244
0.993016,0.313068,3,7,0,-11.9979
0.902108,0.368987,3,7,0,-12.6825
0.965343,0.479592,2,3,0,-13.7862
1,0.656893,2,3,0,-11.7032
0.0203437,0.19599,3,7,0,-14.2131
0.97452,0.258257,3,7,0,-14.4228
0.940251,0.322228,2,3,0,-13.9607
0.950063,0.407627,2,3,0,-13.9897
0.593372,0.297789,3,7,0,-11.7134
0.999433,0.405814,3,7,0,-11.7398
0.868947,0.452328,3,7,0,-12.1328
1,0.615084,1,1,0,-11.8666
0.105899,0.214938,3,7,0,-11.6844
0.973737,0.280987,2,3,0,-11.6226
0.946348,0.351917,3,5,0,-11.6454
0.955606,0.446362,2,3,0,-11.6454
0.0751733,0.15086,2,3,0,-11.6454
0.993325,0.202663,4,15,0,-11.6394
0.889705,0.232865,4,11,0,-12.8504
0.992091,0.311362,4,11,0,-13.5319
0.945053,0.387625,2,3,0,-13.2808
0.784874,0.380258,3,7,0,-14.976
0.727166,0.342606,2,3,0,-15.1873
1,0.461497,3,7,0,-13.2372
1,0.620645,3,5,0,-11.6489
0.621012,0.47846,1,1,0,-11.6489
0.582733,0.349279,2,3,0,-11.7623
0.990274,0.462363,1,1,0,-11.8158
0.121743,0.173086,3,7,0,-13.312
1,0.232457,3,7,0,-12.9356
1,0.311711,1,1,0,-12.7806
0.863186,0.342659,3,7,0,-12.4921
0.758739,0.324005,1,1,0,-12.4921
0.992456,0.428446,3,7,0,-14.1105
1,0.571877,1,1,0,-14.3656
0.990139,0.751554,1,1,0,-14.3084
0.465735,0.467688,3,7,0,-12.2877
0.956944,0.585829,4,11,0,-13.1207
1,0.779052,3,7,0,-12.9285
0.992151,1.02313,3,7,0,-12.6135
0.464601,0.63818,3,7,0,-14.1317
0.968596,0.810136,3,5,0,-13.0146
0.981465,1.04592,2,3,0,-12.5523
0.803487,1.05149,3,7,0,-12.1285
0.747869,0.978146,2,3,0,-12.1285
0.65406,0.798835,1,1,0,-12.9912
0.440698,0.485612,3,7,0,-12.4661
0.994766,0.637414,4,15,0,-12.5188
0.999907,0.841539,2,3,0,-12.0229
0.900163,0.967035,2,3,0,-11.6585
0.44906,0.597196,3,5,0,-11.6585
0.25121,0.281768,2,3,0,-14.5167
1,0.371783,1,1,0,-14.1499
0.999492,0.489578,4,15,0,-14.593
1,0.644315,2,3,0,-12.5249
1,0.846882,3,7,0,-12.2436
0.715259,0.755619,2,3,0,-12.2196
0.946079,0.921804,2,3,0,-11.8039
0.634868,0.738122,3,7,0,-11.635
0.987958,0.951897,2,3,0,-11.5985
0.671168,0.801065,3,7,0,-11.8527
0.660982,0.665503,2,3,0,-11.5965
0.548795,0.476222,2,3,0,-11.5965
0.883591,0.533581,3,7,0,-12.3489
0.968241,0.66886,1,1,0,-12.4669
0.986838,0.858557,2,3,0,-11.8777
0.93025,1.02126,2,3,0,-11.7447
0.0680063,0.387884,2,3,0,-11.7447
0.986031,0.497135,3,7,0,-11.9045
0.421629,0.302595,2,3,0,-13.9579
0.999831,0.394707,4,15,0,-12.5165
0.98982,0.507559,3,7,0,-11.6355
0.628187,0.406121,2,3,0,-13.0618
0.903555,0.466055,2,3,0,-15.0162
1,0.606115,1,1,0,-13.8179
1,0.787388,3,7,0,-15.6187
0.741673,0.730692,2,3,0,-18.1071
1,0.947805,2,3,0,-17.434
0.0181036,0.345212,3,7,0,-14.2409
1,0.447997,1,1,0,-13.9056
1,0.580755,1,1,0,-13.831
1,0.752047,3,7,0,-13.1373
1,0.972826,1,1,0,-12.5486
0.672246,0.826578,2,3,0,-12.4922
1,1.06791,2,3,0,-12.4121
0.0127131,0.391805,2,3,0,-12.4121
0.947743,0.473879,4,15,0,-13.3919
0.992383,0.606081,4,11,0,-11.849
0.839885,0.638404,1,1,0,-12.3714
0.96913,0.791603,2,3,0,-11.8372
0.992887,1.01056,3,7,0,-12.0326
0.342597,0.56844,3,7,0,-12.0326
0.922652,0.664171,2,3,0,-12.3564
0.998049,0.852444,2,3,0,-12.4567
0.971009,1.05665,3,7,0,-11.5731
0.266507,0.54287,1,1,0,-11.5731
0.991179,0.690076,2,3,0,-11.5725
0.994835,0.880378,3,7,0,-11.6089
0.916319,1.01787,2,3,0,-11.661
0.432662,0.645868,3,5,0,-11.661
0.999404,0.82759,2,3,0,-11.606
0.75258,0.781141,3,5,0,-11.606
0.759715,0.743973,2,3,0,-12.6824
1,0.952393,1,1,0,-12.5284
0.739436,0.884603,3,7,0,-11.6977
0.48051,0.598426,3,5,0,-11.6977
0.792142,0.593518,3,7,0,-12.0155
0.675183,0.510342,3,7,0,-12.0155
1,0.652261,2,3,0,-11.6911
0.881157,0.720796,2,3,0,-11.6911
0.426964,0.458745,2,3,0,-13.7331
0.985757,0.575611,3,7,0,-12.6912
0.908079,0.656932,2,3,0,-12.2585
0.804493,0.66128,1,1,0,-13.0384
1,0.842496,1,1,0,-11.9167
0.658503,0.711134,2,3,0,-14.9456
1,0.905099,1,1,0,-12.5019
0.965046,1.10374,3,7,0,-13.598
1,1.40247,1,1,0,-12.6481
0.719311,1.27336,1,1,0,-12.6481
0.110834,0.559866,1,1,0,-12.6481
0.811862,0.568634,3,5,0,-11.9035
0.929947,0.664485,2,3,0,-11.5883
0.920415,0.767343,3,7,0,-11.7233
0.89751,0.861979,3,7,0,-11.8073
0.404082,0.540214,1,1,0,-13.2944
1,0.684975,2,3,0,-12.0876
0.968629,0.836334,2,3,0,-11.7499
0.349996,0.493067,1,1,0,-11.7499
0.857198,0.528149,3,5,0,-12.3744
1,0.668604,2,3,0,-12.5811
0.974089,0.82048,3,7,0,-12.2762
0.904946,0.92811,2,3,0,-12.962
1,1.17239,3,7,0,-12.1077
0.512543,0.839144,2,3,0,-12.1077
0.627326,0.687078,2,3,0,-13.5236
0.749288,0.648484,4,15,0,-14.9472
1,0.818367,2,3,0,-11.971
0.221189,0.419452,3,7,0,-11.909
0.857687,0.449141,2,3,0,-12.642
1,0.566487,1,1,0,-12.1977
0.945208,0.670337,2,3,0,-11.8912
0.975865,0.821189,3,7,0,-11.9881
0.399531,0.519226,1,1,0,-14.0937
1,0.653724,3,7,0,-12.53
0.992197,0.81514,2,3,0,-12.441
0.916252,0.931389,3,7,0,-11.9332
0.239242,0.491996,3,7,0,-11.9332
0.879683,0.53947,3,7,0,-12.734
0.959502,0.647437,2,3,0,-14.1727
0.945883,0.76466,2,3,0,-12.9876
0.998034,0.957499,3,7,0,-13.9027
0.937468,1.11886,3,7,0,-12.1016
0.481134,0.780977,2,3,0,-12.1016
0.836907,0.814731,3,7,0,-11.5806
0.694993,0.724481,2,3,0,-12.988
1,0.907649,4,15,0,-12.4897
0.914948,1.03299,2,3,0,-12.8695
0.811421,1.04659,2,3,0,-12.2001
0.022064,0.438896,2,3,0,-12.2001
0.927645,0.506896,4,15,0,-12.909
1,0.634288,2,3,0,-12.525
0.573831,0.493732,2,3,0,-12.525
1,0.61741,1,1,0,-12.2206
0.981781,0.756108,3,7,0,-11.7368
0.648718,0.639997,3,5,0,-12.4899
1,0.799172,2,3,0,-11.9361
0.873333,0.867139,3,7,0,-13.6615
1,1.08157,2,3,0,-12.568
0.361344,0.667596,3,7,0,-13.1915
0.599885,0.53633,3,5,0,-13.0192
0.978343,0.653071,2,3,0,-12.6697
0.938768,0.761032,2,3,0,-11.7648
0.670677,0.661137,3,7,0,-12.9579
1,0.823324,2,3,0,-12.1099
0.995433,1.01954,2,3,0,-12.1905
0.693834,0.908502,3,7,0,-11.9003
0.381317,0.576522,3,5,0,-13.4544
0.934626,0.668024,3,7,0,-13.9817
1,0.830539,2,3,0,-13.844
0.817526,0.846955,2,3,0,-11.8448
0.978507,1.0278,3,7,0,-11.6891
1,1.27582,1,1,0,-11.7137
0.000855695,0.539134,3,7,0,-11.7137
0.987855,0.660744,3,7,0,-11.7246
0.979778,0.802314,2,3,0,-11.5993
0.547982,0.612579,2,3,0,-13.6082
1,0.75978,2,3,0,-13.0017
1,0.941773,1,1,0,-11.9959
0.57913,0.744081,2,3,0,-12.1343
1,0.921774,3,7,0,-12.3404
0.737033,0.86233,1,1,0,-12.9803
0.891227,0.950732,2,3,0,-12.4158
0.74635,0.898399,2,3,0,-13.1245
0.903499,1.00315,2,3,0,-12.7507
0.651874,0.857702,2,3,0,-11.8791
0.808548,0.865951,3,7,0,-12.3332
0.920885,0.984434,2,3,0,-12.1064
1,1.21612,1,1,0,-12.0192
0.121171,0.594788,1,1,0,-12.0192
0.825138,0.611359,3,7,0,-12.2033
0.998401,0.753811,2,3,0,-11.5703
0.802288,0.756149,2,3,0,-11.6147
0.950879,0.886276,3,7,0,-12.4016
0.551481,0.683647,2,3,0,-12.523
0.558929,0.531841,3,7,0,-13.368
1,0.656042,2,3,0,-13.632
0.978363,0.790751,2,3,0,-13.4222
1,0.974334,2,3,0,-13.7259
0.877378,1.05629,2,3,0,-12.877
0.678949,0.931778,3,7,0,-12.8167
1,1.14688,3,5,0,-11.5822
0.106117,0.559269,1,1,0,-11.5822
0.970926,0.668078,3,7,0,-11.6691
0.319172,0.407007,2,3,0,-14.6896
0.997943,0.499899,1,1,0,-15.2932
1,0.614958,1,1,0,-14.2964
0.95074,0.71874,2,3,0,-11.874
0.994751,0.878511,3,7,0,-11.6241
0.649085,0.752885,2,3,0,-11.9456
0.902488,0.836773,2,3,0,-12.4932
0.795752,0.833582,2,3,0,-14.8597
0.899066,0.922848,3,7,0,-13.9562
0.987252,1.11756,2,3,0,-13.4038
0.303036,0.673627,2,3,0,-13.974
1,0.826334,2,3,0,-14.3037
0.972139,0.984839,1,1,0,-14.6032
0.60978,0.812173,2,3,0,-14.6577
1,0.995261,3,7,0,-12.8604
0.270607,0.58251,4,11,0,-15.034
1,0.713756,2,3,0,-14.0578
0.166836,0.376863,4,15,0,-17.181
1,0.46179,3,7,0,-17.1558
0.9937,0.561985,2,3,0,-18.1649
0.978487,0.673198,3,7,0,-14.2422
0.272568,0.396592,2,3,0,-14.2422
0.969761,0.470924,4,15,0,-12.6666
1,0.576144,2,3,0,-12.5161
0.893213,0.633099,3,7,0,-16.376
0.995758,0.770601,3,7,0,-16.5012
0.679484,0.68365,4,15,0,-17.4873
1,0.835168,1,1,0,-18.3728
0.94071,0.961287,2,3,0,-17.1193
0.947862,1.11396,2,3,0,-15.9748
0.961422,1.30792,2,3,0,-14.8911
1,1.59494,2,3,0,-12.6058
0.546875,1.2407,1,1,0,-12.6058
1,1.51233,2,3,0,-14.2366
0.126027,0.776555,2,3,0,-14.7281
0.903733,0.860811,2,3,0,-14.1416
0.901514,0.951885,2,3,0,-13.0414
0.61029,0.789899,2,3,0,-14.8046
1,0.962204,3,7,0,-13.1012
0.634145,0.817758,2,3,0,-11.9069
0.93652,0.935486,2,3,0,-13.7687
1,1.1385,1,1,0,-11.8003
0.1239,0.587343,2,3,0,-11.8003
0.935372,0.671085,2,3,0,-12.1724
0.412127,0.459792,2,3,0,-13.9881
1,0.559524,2,3,0,-12.4377
1,0.68057,3,5,0,-11.812
0.650812,0.589012,2,3,0,-11.8682
0.869254,0.630593,3,7,0,-11.7104
0.991683,0.760208,2,3,0,-11.6028
0.846853,0.796014,2,3,0,-12.1513
0.818841,0.811106,3,7,0,-12.1006
0.219805,0.462902,3,7,0,-14.4256
0.985304,0.554332,3,7,0,-13.4864
0.982606,0.661815,2,3,0,-13.968
0.930467,0.751088,2,3,0,-13.3501
0.959524,0.876337,2,3,0,-12.5182
1,1.06269,1,1,0,-11.716
0.0585218,0.521276,2,3,0,-11.716
0.974873,0.617158,2,3,0,-11.9109
0.880702,0.667341,1,1,0,-12.3972
1,0.808785,3,5,0,-12.1723
0.571566,0.65037,3,7,0,-12.2706
1,0.787893,2,3,0,-12.0204
0.87463,0.846497,3,7,0,-12.4779
0.69955,0.769545,1,1,0,-13.7445
0.858992,0.814454,1,1,0,-15.3469
0.301865,0.507375,2,3,0,-13.2747
0.889564,0.552997,2,3,0,-12.7886
1,0.669179,2,3,0,-12.2745
0.835453,0.692533,4,11,0,-16.3638
1,0.83746,3,7,0,-18.7771
0.981596,0.994819,3,7,0,-17.0144
0.983864,1.18382,2,3,0,-14.9883
0.835496,1.22422,2,3,0,-15.4858
0.543705,0.961513,3,7,0,-14.6076
0.84115,0.999787,1,1,0,-15.343
1,1.20699,2,3,0,-16.969
0.154068,0.657936,2,3,0,-16.969
0.972961,0.774426,2,3,0,-17.4467
0.890792,0.843664,3,7,0,-12.051
0.472915,0.621365,3,7,0,-12.051
0.743472,0.589817,2,3,0,-12.0414
0.991221,0.70577,2,3,0,-12.0881
0.94,0.804783,2,3,0,-12.498
0.944787,0.921527,2,3,0,-11.7375
0.897791,1.00972,3,7,0,-12.1254
0.691533,0.913023,3,7,0,-12.8179
1,1.09987,3,5,0,-11.6711
0.664919,0.970391,3,7,0,-11.6711
0.838362,1.0058,1,1,0,-11.8278
0.10283,0.527429,2,3,0,-11.8278
0.617557,0.445916,2,3,0,-11.8278
0.921962,0.499675,3,7,0,-12.8024
1,0.601601,2,3,0,-11.9923
0.994669,0.720479,3,7,0,-11.8159
0.0820046,0.372035,3,5,0,-11.7217
1,0.447798,2,3,0,-11.7415
1,0.538779,3,7,0,-11.587
0.997393,0.64644,1,1,0,-11.5944
0.887266,0.70081,3,5,0,-11.9247
0.989931,0.834567,2,3,0,-11.721
0.481052,0.623489,3,7,0,-13.663
0.942845,0.711019,3,7,0,-13.2226
0.960614,0.823882,2,3,0,-13.7033
0.810235,0.831976,2,3,0,-13.7033
1,0.998815,2,3,0,-14.0857
0.521482,0.775211,2,3,0,-14.0775
1,0.930382,2,3,0,-13.4336
1,1.11619,2,3,0,-13.4193
0.206179,0.651081,2,3,0,-14.8152
0.998288,0.779892,3,7,0,-13.2794
1,0.93529,2,3,0,-12.6827
0.623867,0.797694,2,3,0,-12.1782
0.0226219,0.395145,3,7,0,-12.1782
0.903748,0.434478,4,9,0,-11.8904
0.979824,0.511574,3,7,0,-11.9783
0.978849,0.601621,3,7,0,-11.7352
0.975678,0.705268,3,7,0,-11.5857
0.90746,0.777306,2,3,0,-12.231
0.993679,0.925543,3,7,0,-11.574
0.400555,0.646806,1,1,0,-11.574
0.871015,0.689802,3,7,0,-12.7725
0.727783,0.646965,3,5,0,-13.385
1,0.774316,1,1,0,-12.3996
0.64484,0.674322,2,3,0,-12.5301
1,0.806734,2,3,0,-12.5133
0.702365,0.739736,3,7,0,-12.5133
0.42002,0.52744,3,7,0,-12.2773
0.764284,0.511363,3,7,0,-13.3684
0.979666,0.600542,2,3,0,-13.3524
1,0.717908,3,5,0,-11.8651
0.389101,0.498692,2,3,0,-11.8651
0.863099,0.527882,2,3,0,-11.7658
0.552757,0.424362,2,3,0,-13.6199
0.977153,0.496957,2,3,0,-14.4284
1,0.593667,2,3,0,-14.5496
1,0.708952,2,3,0,-14.2482
0.50176,0.545139,2,3,0,-13.2903
1,0.650828,2,3,0,-13.2632
1,0.776739,1,1,0,-11.991
1,0.926692,2,3,0,-12.0643
0.215682,0.554488,2,3,0,-12.0643
0.126823,0.307167,2,3,0,-12.0643
0.990062,0.363422,2,3,0,-11.9057
0.998949,0.433204,3,7,0,-11.9589
0.667046,0.385967,3,7,0,-14.2725
1,0.460319,2,3,0,-13.5903
0.997752,0.547731,4,15,0,-13.6091
0.882889,0.589324,2,3,0,-15.1119
1,0.702211,1,1,0,-14.1616
1,0.836443,1,1,0,-13.3785
0.530379,0.661616,3,7,0,-15.2413
1,0.787869,2,3,0,-13.4396
0.465787,0.589458,2,3,0,-12.7797
1,0.701786,2,3,0,-11.8754
0.000959314,0.351002,2,3,0,-11.8754
0.587115,0.292196,2,3,0,-11.8754
0.996781,0.346966,4,11,0,-12.2494
0.991967,0.410157,4,15,0,-12.3701
1,0.488083,3,7,0,-12.0316
0.991399,0.576328,2,3,0,-11.6728
0.216417,0.348563,2,3,0,-11.6728
0.990995,0.41144,3,7,0,-12.263
0.866496,0.436142,3,7,0,-12.2041
1,0.518554,1,1,0,-12.083
1,0.616341,3,7,0,-11.8581
0.131369,0.347287,2,3,0,-12.3713
0.955865,0.397455,2,3,0,-13.4568
0.678399,0.358483,3,7,0,-15.7395
1,0.425957,3,7,0,-13.3354
1,0.505971,3,7,0,-13.9927
0.954223,0.577763,2,3,0,-15.5984
0.204744,0.347719,3,7,0,-14.059
1,0.412917,2,3,0,-13.6689
0.980306,0.482023,3,7,0,-12.6138
0.604942,0.408581,2,3,0,-12.7983
1,0.484891,2,3,0,-11.8548
0.552686,0.393263,2,3,0,-11.9717
1,0.466584,2,3,0,-11.7864
0.916284,0.515443,2,3,0,-12.0236
0.617651,0.441944,2,3,0,-11.8252
0.975268,0.513176,2,3,0,-11.9496
0.78378,0.506582,2,3,0,-13.1937
0.948959,0.575062,3,7,0,-14.0499
1,0.681417,2,3,0,-12.8216
0.9245,0.75735,2,3,0,-12.4322
0.785541,0.748503,1,1,0,-12.9529
0.00662273,0.383716,2,3,0,-12.9529
0.984573,0.448704,2,3,0,-11.9123
0.862722,0.473445,3,5,0,-12.967
0.980704,0.551576,3,5,0,-11.5818
0.131003,0.314721,2,3,0,-11.5818
0.985412,0.368142,3,7,0,-11.6427
0.997222,0.434796,4,15,0,-11.7412
0.78386,0.429355,3,7,0,-12.8814
0.961432,0.491918,3,7,0,-12.2782
1,0.58193,2,3,0,-12.4017
0.502971,0.454358,1,1,0,-12.4017
0.986549,0.531376,3,7,0,-12.2959
0.146853,0.308443,2,3,0,-12.2959
0.980738,0.359007,4,15,0,-11.6968
0.990232,0.421065,3,7,0,-11.8098
0.405239,0.3035,2,3,0,-11.8098
0.999622,0.358704,3,7,0,-11.7272
0.96592,0.412131,3,7,0,-11.6116
0.906535,0.450645,3,5,0,-11.8403
0.960751,0.515327,3,7,0,-11.7173
0.688329,0.470162,3,5,0,-15.4212
0.944232,0.530205,2,3,0,-14.7611
0.549685,0.431403,2,3,0,-15.3727
1,0.509364,2,3,0,-14.0183
1,0.601244,2,3,0,-13.3912
0.918216,0.663222,2,3,0,-13.3742
0.639248,0.581258,2,3,0,-12.1272
0.173167,0.347163,2,3,0,-12.1272
0.818422,0.352846,3,7,0,-12.5696
0.975742,0.40811,2,3,0,-12.4985
1,0.481409,2,3,0,-12.9839
0.987177,0.561772,3,7,0,-12.1143
0.838578,0.580213,2,3,0,-12.1143
1,0.683934,2,3,0,-13.1412
0.829275,0.700872,3,7,0,-11.8074
0.739294,0.667251,2,3,0,-11.9254
0.171348,0.399432,2,3,0,-11.9254
0.963614,0.456946,1,1,0,-12.063
0.761581,0.443219,3,7,0,-14.1032
0.929422,0.49295,2,3,0,-13.8873
0.899559,0.534993,2,3,0,-13.5029
1,0.629982,2,3,0,-12.3534
0.216021,0.392086,3,7,0,-12.3534
1,0.461695,1,1,0,-11.9199
0.631235,0.402923,2,3,0,-11.9199
0.896404,0.436094,2,3,0,-11.9701
0.820144,0.443654,3,7,0,-13.2966
1,0.522084,3,7,0,-12.2528
0.901034,0.566954,3,7,0,-12.2528
0.856342,0.593756,2,3,0,-12.5504
0.677275,0.53805,2,3,0,-11.8225
0.765499,0.523635,2,3,0,-12.9883
0.747442,0.502262,3,7,0,-14.2499
1,0.59052,3,7,0,-12.9973
0.796631,0.589279,2,3,0,-13.9778
0.702091,0.54498,2,3,0,-12.5909
0.468132,0.417664,2,3,0,-12.775
0.556603,0.343809,3,7,0,-12.775
0.853529,0.359272,3,7,0,-13.6999
1,0.422186,2,3,0,-12.0486
1,0.495988,2,3,0,-12.0477
0.983172,0.574746,2,3,0,-12.341
0.250935,0.370686,2,3,0,-12.341
0.993483,0.4331,3,7,0,-11.8204
0.815483,0.438859,3,7,0,-11.9835
0.875732,0.466587,3,7,0,-12.1278
0.695607,0.429658,2,3,0,-12.1278
1,0.504305,2,3,0,-11.8373
0.978066,0.581526,3,5,0,-12.0236
0.675575,0.527046,2,3,0,-12.8562
0.888745,0.56595,3,7,0,-11.6376
0.0796644,0.31959,2,3,0,-11.6376
0.962024,0.363832,3,7,0,-11.9097
0.883627,0.389154,4,11,0,-13.3188
0.849166,0.404983,2,3,0,-13.2616
0.928937,0.448904,2,3,0,-13.3294
0.999523,0.526078,3,7,0,-11.7695
0.473566,0.406706,2,3,0,-11.7695
0.996005,0.475221,3,7,0,-11.7546
0.800141,0.475632,3,7,0,-11.7546
0.992677,0.5541,2,3,0,-11.8387
0.83654,0.570647,2,3,0,-12.3481
0.604328,0.489462,3,7,0,-12.3481
0.729403,0.463352,3,7,0,-13.7268
0.615352,0.40105,2,3,0,-12.1313
0.997059,0.468609,3,7,0,-12.1883
0.991467,0.545019,2,3,0,-12.2362
1,0.637997,1,1,0,-12.0169
0.85566,0.66679,3,7,0,-11.9144
0.0228823,0.362979,2,3,0,-11.9144
0.94855,0.408112,3,7,0,-12.0014
0.846094,0.423452,2,3,0,-12.365
0.957399,0.479266,1,1,0,-12.365
0.962076,0.544316,3,7,0,-12.8005
0.85102,0.566778,2,3,0,-12.3879
0.981947,0.653546,2,3,0,-12.3912
0.585567,0.553279,3,7,0,-11.656
0.925443,0.610406,2,3,0,-12.4881
1,0.713534,3,5,0,-11.7627
0.993232,0.829514,2,3,0,-11.5727
0.0872763,0.477047,1,1,0,-11.5727
0.879174,0.507646,2,3,0,-12.0995
0.88765,0.543719,2,3,0,-12.1049
1,0.635261,2,3,0,-11.5936
0.570638,0.532161,2,3,0,-11.7523
0.83843,0.548573,3,7,0,-12.2005
0.808439,0.552503,2,3,0,-12.7192
0.120906,0.327149,2,3,0,-12.7192
0.994465,0.380521,3,7,0,-13.3436
